-3.09863	-1.29161e-005	683.829	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.76743	-20.6864	685.799	
3.77176	-20.6864	685.799	
3.76743	-20.6864	685.799	
3.76743	-20.6864	685.799	
3.76743	-20.6864	685.799	
3.76743	-20.6864	685.799	
3.76719	-20.6864	685.799	
3.76691	-20.6864	685.799	
3.76602	-20.6864	685.799	
3.76521	-20.6864	685.799	
3.76437	-20.6864	685.799	
3.7638	-20.6864	685.799	
3.76352	-20.6864	685.799	
3.76324	-20.6864	685.799	
3.76324	-20.6864	685.799	
3.76324	-20.6864	685.799	
3.76328	-20.6864	685.799	
3.76328	-20.6864	685.799	
3.76332	-20.6864	685.799	
3.76336	-20.6864	685.799	
3.76344	-20.6864	685.799	
3.76348	-20.6864	685.799	
3.76352	-20.6864	685.799	
3.76352	-20.6864	685.799	
3.76352	-20.6864	685.799	
3.77085	-20.6864	685.799	
3.76328	-20.6864	685.799	
3.76624	-20.6864	685.799	
3.76624	-20.6864	685.799	
3.76628	-20.6864	685.799	
3.76167	-20.6864	685.799	
3.76167	-20.6864	685.799	
3.75705	-20.6864	685.799	
3.75276	-20.6864	685.799	
3.74815	-20.6864	685.799	
3.75083	-20.6864	685.799	
3.74626	-20.6864	685.799	
3.73731	-20.6864	685.799	
3.72841	-20.6864	685.799	
3.73109	-20.6864	685.799	
3.72676	-20.6864	685.799	
3.72515	-20.6864	685.799	
3.72053	-20.6864	685.799	
3.71596	-20.6864	685.799	
3.71167	-20.6864	685.799	
3.70706	-20.6864	685.799	
3.70248	-20.6864	685.799	
3.70676	-20.6864	685.799	
3.69781	-20.6864	685.799	
3.69324	-20.6864	685.799	
3.68867	-20.6864	685.799	
3.69111	-20.6864	685.799	
3.68192	-20.6864	685.799	
3.67274	-20.6864	685.799	
3.67084	-20.6864	685.799	
3.66599	-20.6864	685.799	
3.65708	-20.6864	685.799	
3.65523	-20.6864	685.799	
3.65038	-20.6864	685.799	
3.65004	-20.6864	685.799	
3.64061	-20.6864	685.799	
3.63142	-20.6864	685.799	
3.63236	-20.6864	685.799	
3.62914	-20.6864	685.799	
3.63658	-20.6864	685.8	
3.63718	-20.6864	685.8	
3.64277	-20.6865	685.8	
3.647	-20.6865	685.8	
3.65338	-20.6865	685.8	
3.66279	-20.6865	685.8	
3.66217	-20.6865	685.8	
3.66251	-20.6865	685.8	
3.65754	-20.6865	685.8	
3.65595	-20.6864	685.8	
3.65586	-20.6864	685.8	
3.64909	-20.6864	685.8	
3.65078	-20.6865	685.8	
3.66527	-20.6865	685.8	
3.67116	-20.6865	685.8	
3.6768	-20.6865	685.801	
3.67755	-20.6865	685.801	
3.67576	-20.6865	685.801	
3.68097	-20.6865	685.801	
3.68214	-20.6865	685.801	
3.67901	-20.6865	685.801	
3.65876	-20.6865	685.801	
3.65837	-20.6865	685.801	
3.65478	-20.6865	685.801	
3.63372	-20.6865	685.801	
3.62056	-20.6865	685.8	
3.60986	-20.6865	685.8	
3.59821	-20.6865	685.801	
3.5779	-20.6865	685.8	
3.56465	-20.6938	685.801	
3.56566	-20.6938	685.801	
3.55876	-20.6938	685.801	
3.55916	-20.6938	685.801	
3.56715	-20.6938	685.801	
3.57255	-20.6938	685.801	
