0	0	0	0
0.000486513	-0.00113924	0.00269477	0.000179475
0.000965572	-0.00228813	0.00538442	0.000360186
0.00143396	-0.00344061	0.00807358	0.000554018
0.0018911	-0.004602	0.0107429	0.000730339
0.00235079	-0.00574844	0.0133689	0.000914817
0.00281169	-0.00688657	0.0159812	0.00108566
0.00327663	-0.00803039	0.0185662	0.00127161
0.00371772	-0.00918599	0.0211559	0.00145529
0.00415458	-0.0103422	0.023719	0.00163298
0.00459028	-0.0114922	0.0262636	0.00179765
0.00502836	-0.0126395	0.0287855	0.00196797
0.00546828	-0.0137794	0.0312737	0.00214432
0.00590929	-0.014915	0.0337159	0.0023064
0.0063396	-0.0160469	0.036132	0.00246168
0.0067426	-0.0171821	0.0385373	0.00262854
0.00714261	-0.0183081	0.0409359	0.00278766
0.0075439	-0.0194393	0.0433165	0.00294633
0.00795796	-0.0205526	0.0456544	0.00310193
0.00838149	-0.0216728	0.047961	0.00324962
0.00880438	-0.0227674	0.0502592	0.00340822
0.00923563	-0.0238656	0.0525653	0.0035707
0.00968446	-0.0249748	0.0548431	0.00372084
0.0101295	-0.0260771	0.0570887	0.00384449
0.0105546	-0.0271834	0.0593133	0.00398002
0.0109783	-0.0282829	0.0615343	0.00413154
0.011415	-0.029386	0.0637315	0.00427919
0.0118394	-0.0304779	0.0659188	0.00444835
0.0122782	-0.0315692	0.0681027	0.00458116
0.0127184	-0.0326434	0.0702851	0.00468566
0.0131521	-0.033718	0.0724427	0.00479091
0.0136106	-0.034794	0.0745853	0.00488636
0.0140766	-0.0358959	0.0767124	0.00496132
0.0145617	-0.0370038	0.0788272	0.00504543
0.0150414	-0.0381134	0.0809105	0.00510878
0.0155152	-0.0392318	0.0829864	0.00518613
0.0160013	-0.0403346	0.0850646	0.00528075
0.0165085	-0.0414473	0.0871573	0.00538198
0.0170254	-0.0425744	0.0892256	0.00547968
0.0175395	-0.0437177	0.0912693	0.00554751
0.0180505	-0.0448348	0.0932791	0.00561667
0.0185578	-0.0459374	0.0952782	0.00567824
0.0190813	-0.0470351	0.0972694	0.00572381
0.0196191	-0.0481428	0.0992581	0.00577098
0.020156	-0.0492525	0.101237	0.00581398
0.020686	-0.0503747	0.10319	0.00585844
0.0212115	-0.0515013	0.105136	0.00591303
0.0217195	-0.0526215	0.107079	0.00596206
0.0222321	-0.0537388	0.108993	0.00599901
0.0227335	-0.0548534	0.110883	0.00601015
0.0232261	-0.055958	0.112773	0.00600667
0.0237311	-0.057052	0.114648	0.00599943
0.0242278	-0.0581511	0.11649	0.00598776
0.0247222	-0.0592456	0.118336	0.00597325
0.0252243	-0.0603329	0.120171	0.00599316
0.0257362	-0.0614305	0.121966	0.00600768
0.0262568	-0.0625322	0.123759	0.00601069
0.0267758	-0.0636635	0.125527	0.00597224
0.0273018	-0.0647822	0.127295	0.00592713
0.0278042	-0.0658875	0.129074	0.00585859
0.0283045	-0.0669837	0.130852	0.00577521
0.0288044	-0.0680858	0.13261	0.00567076
0.0293029	-0.0691952	0.134366	0.00556357
0.0298085	-0.0703132	0.136086	0.00548086
0.0302978	-0.0714478	0.137787	0.00537755
0.0307929	-0.0725848	0.139469	0.00526859
0.0312862	-0.0737263	0.141148	0.00514231
0.0317921	-0.0748613	0.142817	0.00502986
0.0322953	-0.0760042	0.144483	0.00491654
0.0327975	-0.0771459	0.146141	0.00481243
0.0333249	-0.0782985	0.147775	0.00468342
0.0338509	-0.0794559	0.149393	0.00455158
0.0343664	-0.0806137	0.150995	0.00440775
0.03487	-0.0817875	0.152589	0.00427079
0.0353748	-0.0829508	0.154176	0.00415272
0.0358768	-0.0841387	0.155746	0.00401325
0.0363722	-0.0853267	0.157301	0.00384506
0.0368553	-0.0865132	0.158846	0.00365675
0.0373588	-0.0876725	0.160403	0.0035055
0.0378687	-0.0888525	0.161969	0.00332489
0.0383791	-0.0900387	0.163532	0.00315315
0.0388874	-0.091222	0.165076	0.00296169
0.0393875	-0.0924067	0.166606	0.00276689
0.0398904	-0.093592	0.168123	0.00256934
0.0403911	-0.0947782	0.169653	0.00236915
0.0408973	-0.095967	0.171185	0.0021733
0.0414069	-0.0971578	0.172698	0.00198424
0.0419127	-0.098344	0.174199	0.00178639
0.042417	-0.0995292	0.175678	0.00156782
0.0429222	-0.100715	0.177146	0.0013386
0.0434249	-0.1019	0.178596	0.00110283
0.0439316	-0.10308	0.180028	0.000871923
0.04443	-0.104238	0.181459	0.00066054
0.0449284	-0.105415	0.182898	0.000436777
0.0454249	-0.1066	0.184335	0.000202245
0.0459143	-0.107786	0.185765	-2.50006e-005
0.0463894	-0.108971	0.187142	-0.000274911
0.0468556	-0.110146	0.188503	-0.00052719
0.0473335	-0.111308	0.189858	-0.000760221
0.0478183	-0.112466	0.191212	-0.000993895
0.048299	-0.113635	0.192559	-0.00123114
