-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
-3.9678	-0.00160447
