-5.43557	-59.2538	342.871	-4.76321	-1.8234	-1.38895
-5.23334	-58.5045	343.044	-4.83698	-1.86863	-1.41947
-5.02019	-59.7931	341.411	-4.84303	-1.84344	-1.41806
-5.42576	-59.2652	342.235	-4.83197	-1.83553	-1.4247
-6.0567	-59.0174	342.337	-4.81007	-1.838	-1.41658
-5.79233	-58.6167	342.704	-4.81411	-1.83645	-1.42244
-5.76373	-58.6275	343.173	-4.84792	-1.8442	-1.42044
-6.01578	-59.0355	344.439	-4.83228	-1.82482	-1.41267
-6.65162	-59.266	343.917	-4.82595	-1.83499	-1.42618
-4.56405	-58.8852	341.928	-4.8266	-1.84349	-1.44865
-4.34788	-58.0472	341.625	-4.83571	-1.85725	-1.43566
-5.11474	-59.6708	341.298	-4.82828	-1.89394	-1.4276
-4.46366	-59.5778	341.395	-4.80209	-1.85972	-1.3931
-5.34229	-58.5455	341.627	-4.80565	-1.82914	-1.41766
-5.31375	-58.3187	341.262	-4.78276	-1.80807	-1.42204
-5.6274	-58.2193	341.139	-4.82263	-1.85491	-1.36973
-5.92374	-58.3721	341.454	-4.80222	-1.85181	-1.37423
-5.34949	-58.5929	341.91	-4.81695	-1.81854	-1.39398
-5.77161	-59.3032	342.695	-4.79687	-1.81457	-1.36644
-5.05925	-58.6826	343.329	-4.76941	-1.84221	-1.3937
-4.49107	-58.7067	342.804	-4.76634	-1.85343	-1.39447
-4.40823	-59.4227	343.834	-4.80184	-1.81678	-1.4017
-4.47122	-58.6927	344.026	-4.8014	-1.77706	-1.40504
-4.72536	-58.2947	343.868	-4.79604	-1.7999	-1.40961
-4.53867	-59.0087	343.41	-4.78926	-1.75524	-1.38684
-4.95276	-59.1202	343.24	-4.82669	-1.80237	-1.39938
-5.79381	-59.2188	343.318	-4.81768	-1.81543	-1.39927
-6.42339	-59.2703	343.223	-4.8031	-1.85569	-1.37638
-6.23872	-59.3981	343.011	-4.81312	-1.85167	-1.37214
-5.84374	-59.7032	342.779	-4.78023	-1.8287	-1.38546
-5.05857	-60.1418	342.336	-4.78406	-1.8169	-1.41749
-4.27065	-59.5838	342.381	-4.76983	-1.84192	-1.42907
-5.01008	-58.5599	341.613	-4.79313	-1.84934	-1.40951
-5.27372	-58.9588	341.082	-4.78604	-1.88815	-1.40227
-5.09187	-59.0324	342.935	-4.77309	-1.92565	-1.41488
-4.73434	-58.9742	341.41	-4.76133	-1.87944	-1.41521
-5.63534	-58.922	342.199	-4.76842	-1.8964	-1.40158
-5.84698	-59.0828	342.063	-4.76936	-1.85964	-1.39117
-5.79761	-58.4824	342.494	-4.7826	-1.85559	-1.39021
-5.4877	-58.074	343.382	-4.78052	-1.89322	-1.39966
-4.90851	-58.2412	342.878	-4.77185	-1.86604	-1.41815
-5.08433	-58.5941	343.063	-4.77388	-1.86939	-1.40414
-5.37001	-59.0471	342.544	-4.75188	-1.89702	-1.39693
-4.68033	-58.4172	341.824	-4.77511	-1.91735	-1.39472
-4.93944	-57.4723	340.999	-4.76008	-1.96578	-1.41469
-4.88584	-58.2648	341.854	-4.77205	-1.92088	-1.42625
-5.22961	-58.458	343.239	-4.77674	-1.91127	-1.42393
-5.70426	-58.636	342.551	-4.7786	-1.92976	-1.41255
