15.8775	54.9368	321.628	4.9873	2.12494	-0.68613
15.3143	54.7377	322.761	4.94594	2.13684	-0.63426
15.385	54.4121	322.548	4.93753	2.07081	-0.612225
16.0348	54.2838	323.608	4.94004	2.09742	-0.642276
15.6807	54.0776	323.319	4.93605	2.08967	-0.651757
15.706	54.4242	322.782	4.95897	2.07659	-0.676753
15.6482	55.6203	323.739	4.93499	2.07119	-0.647631
15.2221	54.735	323.63	4.9538	2.05497	-0.660929
16.5212	53.78	323.862	4.95314	2.07499	-0.679255
15.6191	54.3498	324.137	4.98869	2.11762	-0.681936
15.368	54.5942	322.8	4.99093	2.10973	-0.662185
14.9393	55.4991	323.608	5.02089	2.13968	-0.692721
15.2083	54.8905	323.496	4.93667	2.13527	-0.615832
14.8841	54.8452	323.895	4.8978	2.06568	-0.613411
14.7907	55.2074	323.515	4.92061	2.05162	-0.618459
14.458	55.6654	325.405	4.95016	2.08302	-0.643942
13.7671	55.6714	324.685	4.96032	2.10877	-0.665104
13.9644	53.8904	322.644	4.90504	2.08494	-0.673952
14.7452	53.5885	322.39	4.87138	2.06904	-0.671365
14.8671	54.6602	323.788	4.91711	2.06253	-0.642278
14.1071	54.6666	322.252	4.94541	2.12269	-0.649083
14.4648	54.9993	322.392	4.9611	2.06927	-0.616767
14.6129	54.8083	324.343	5.00915	2.10002	-0.651915
14.1875	54.6495	322.945	4.99394	2.11085	-0.676886
14.0897	54.9333	324.225	4.96271	2.1103	-0.6608
14.2702	54.7437	324.325	4.99774	2.15882	-0.653533
14.45	54.3062	324.6	5.00416	2.14091	-0.652498
14.9723	54.6585	323.867	4.96163	2.08077	-0.652532
15.9635	53.7974	324.283	4.97905	2.07776	-0.644542
16.3779	54.0197	324.652	4.97865	2.11737	-0.662104
15.0995	55.7733	323.814	4.96363	2.03994	-0.684491
14.7515	55.3898	324.09	5.00278	2.06341	-0.669105
14.925	54.2943	324.417	4.94906	2.07907	-0.698937
14.3992	54.6259	323.505	4.96605	2.02724	-0.696833
14.2214	54.3104	323.31	4.97398	2.07679	-0.660289
13.3789	54.8409	324.016	4.97458	2.08018	-0.644567
13.5886	56.0567	322.748	4.95758	2.02896	-0.665632
13.7934	55.252	322.839	4.96325	2.01373	-0.649184
13.8581	54.6606	322.984	4.97404	2.0103	-0.65139
14.6232	55.0965	323.938	4.9659	2.01502	-0.661356
15.3126	55.8855	325.191	4.93874	2.01118	-0.670509
15.1231	56.0727	324.802	4.96757	1.96661	-0.665247
16.2143	55.7477	324.409	4.94588	1.99108	-0.690936
15.058	56.3542	324.995	4.93089	1.96135	-0.687272
15.5325	55.898	326.747	4.93214	2.02472	-0.615113
15.1631	55.5694	325.95	4.9241	2.04838	-0.635564
14.513	54.845	325.372	4.94054	2.0683	-0.674867
14.6667	54.8125	324.355	5.03664	2.08715	-0.711363
14.0735	55.8191	322.941	5.03196	2.05767	-0.720125
13.9129	55.7322	325.183	5.0286	2.03971	-0.726185
13.5518	55.5176	325.45	5.0187	2.02904	-0.71246
14.4733	55.9684	323.909	4.95794	1.97846	-0.697639
13.7319	54.2165	322.685	4.96016	1.97631	-0.694723
14.5754	53.1445	322.973	4.93861	2.0728	-0.674153
14.6245	53.5309	322.284	4.9343	2.06295	-0.709934
14.3742	53.6437	322.318	4.95102	2.06435	-0.697099
14.866	52.9813	322.171	4.95426	2.06413	-0.658718
14.994	53.703	320.478	4.94919	2.05068	-0.654885
13.6726	54.6785	321.198	4.92177	2.07116	-0.652549
14.33	53.7026	322.522	4.92821	2.1433	-0.637024
14.949	53.4295	322.323	4.9724	2.11653	-0.670668
15.2939	53.2612	321.475	4.98194	2.057	-0.676377
15.8523	53.9089	322.2	4.97696	2.05988	-0.6663
14.6476	54.729	323.39	4.96807	2.07784	-0.693321
13.2991	54.5686	323.358	4.95188	2.08414	-0.667353
14.691	53.1626	324.023	4.91769	2.10503	-0.675459
14.2222	52.9078	323.482	4.94289	2.07343	-0.680699
14.4043	52.7373	324.252	4.96707	2.06294	-0.623405
15.8121	52.2486	324.001	5.00863	2.07731	-0.65863
15.6316	53.5129	325.135	5.03319	2.02945	-0.663936
15.3525	53.8391	325.15	5.01095	1.97516	-0.658809
15.3613	53.4332	322.836	4.97306	2.00905	-0.676896
15.66	53.2541	323.594	4.95915	2.02649	-0.694816
15.1722	53.3179	324.67	4.97816	2.02974	-0.698786
15.0269	53.6132	324.941	4.99547	2.02718	-0.668104
14.8872	54.8036	324.421	4.97815	1.99645	-0.675642
15.2059	55.2348	323.268	4.97349	1.93941	-0.617622
14.9867	54.5773	324.348	4.92589	1.85459	-0.668897
14.9836	54.4889	323.908	4.9419	1.89674	-0.65917
15.6622	54.2441	323.215	4.95101	1.96386	-0.64084
16.6167	54.1377	323.222	4.9688	1.91616	-0.600132
16.7193	54.2231	322.784	4.94549	1.91083	-0.604521
15.8446	54.6869	323.444	4.96294	1.90756	-0.636055
14.6618	53.4217	323.809	4.95643	1.891	-0.634187
13.594	54.2475	323.855	4.95854	1.87618	-0.680952
13.2894	55.3512	323.837	4.98039	1.85281	-0.694609
13.8854	54.5819	325.028	4.99177	1.86786	-0.690001
14.67	55.345	326.25	4.96457	1.91145	-0.701009
13.5337	55.9579	327.376	4.92108	1.89341	-0.706514
14.3599	54.9138	325.736	4.89792	1.90094	-0.693906
14.7116	55.3237	324.752	4.87712	1.86028	-0.70934
13.6479	53.842	325.607	4.90149	1.75107	-0.71761
16.4698	54.1998	326.258	4.89107	1.83419	-0.673925
16.9149	56.1369	325.216	4.88956	1.82141	-0.653941
13.698	54.8786	324.933	4.84987	1.80962	-0.668848
14.7737	54.0365	323.745	4.85449	1.8171	-0.664819
15.0934	54.3444	322.197	4.91895	1.83726	-0.634702
14.3738	54.7086	322.833	4.93305	1.77284	-0.640902
13.6421	53.7076	325.277	4.90296	1.80066	-0.62501
14.7652	53.2621	324.955	4.87102	1.83171	-0.646906
14.6537	54.0618	323.785	4.85911	1.77569	-0.649934
13.8538	54.9356	322.266	4.90443	1.70733	-0.655333
13.8683	54.9632	322.717	4.9143	1.70709	-0.649299
14.3787	54.79	322.466	4.90218	1.72016	-0.632152
13.3985	54.4452	321.586	4.93068	1.71854	-0.691547
13.3997	54.2147	322.236	4.9381	1.72625	-0.677674
13.5223	53.4124	322.474	4.95365	1.669	-0.662
13.5318	54.2833	323.667	4.95147	1.66539	-0.619183
14.4196	55.9734	323.851	4.95236	1.63728	-0.641775
15.2954	54.748	324.526	4.98019	1.61951	-0.655082
15.1725	53.6221	323.903	4.9751	1.65728	-0.631629
15.9096	52.8494	324.113	4.96408	1.65167	-0.598858
15.4591	54.1086	324.756	4.95587	1.61724	-0.59292
15.1128	55.1888	324.825	4.92904	1.59681	-0.603855
14.0569	55.6713	323.832	4.92338	1.58612	-0.630525
13.9976	54.7872	324.073	4.95031	1.63533	-0.62328
13.6852	54.5103	323.415	4.95422	1.62356	-0.631513
13.5393	54.323	321.583	4.9133	1.56523	-0.621541
14.4164	54.9556	320.551	4.90697	1.57838	-0.5895
12.7403	54.1642	321.165	4.90005	1.58903	-0.567219
13.7084	54.2847	323.873	4.89448	1.60085	-0.563197
14.5087	53.8328	321.793	4.85948	1.58711	-0.571665
15.1251	53.8428	323.447	4.91897	1.60578	-0.55893
15.7556	53.784	324.242	4.96584	1.60445	-0.508332
16.3402	53.8041	324.305	5.01099	1.54843	-0.539853
15.9239	54.3212	323.077	5.00843	1.49591	-0.524156
15.2596	54.5633	322.874	5.01199	1.4674	-0.528681
14.2391	56.3235	323.121	4.96994	1.49028	-0.510284
14.5306	56.2293	323.758	4.98249	1.46309	-0.507557
14.0696	55.5916	323.861	5.01204	1.47584	-0.525478
12.435	56.0297	322.72	4.97739	1.41442	-0.510244
12.0221	55.1091	321.033	4.91227	1.46834	-0.453565
11.8749	54.7035	320.984	4.9307	1.44344	-0.430445
12.1361	54.3192	319.934	4.91004	1.45274	-0.409693
13.0223	53.4178	320.683	4.93626	1.50186	-0.424516
12.8545	54.8656	321.434	4.94918	1.46861	-0.426148
10.988	54.238	323.77	4.95144	1.46636	-0.430815
11.0697	52.9149	325.857	4.9779	1.4314	-0.410109
11.7885	52.3141	325.17	4.94951	1.47915	-0.423743
12.2893	52.4044	325.971	4.98677	1.52072	-0.421769
12.7497	52.3333	324.915	4.99674	1.55234	-0.391103
12.0748	53.249	324.208	4.99163	1.58359	-0.400215
12.0123	53.1487	323.314	4.98423	1.64886	-0.415223
12.0946	53.0221	322.745	4.97246	1.62224	-0.420452
11.2816	53.4518	322.47	5.01955	1.61802	-0.396929
9.2828	53.897	324.673	5.08947	1.55269	-0.376423
11.411	53.9732	324.888	5.12862	1.50342	-0.318752
12.5518	55.3966	322.619	5.11366	1.42752	-0.322419
11.2895	55.0855	323.788	5.17424	1.3853	-0.324421
12.1963	55.6328	323.713	5.20195	1.3832	-0.299246
